Province Code|Province Name|Regency/Municipality Code|Regency/Municipality Name|District Code|District Name|Village Code|Village Name|Population
||||||002|KALIDERES|84249
||||||003|PEGADUNGAN|78643
||||||004|TEGAL ALUR|95675
||||||005|KAMAL|60186
||75|JAKARTA UTARA|010|PENJARINGAN|001|KAMAL MUARA|14909
||||||002|KAPUK MUARA|50576
||||||003|PEJAGALAN|74561
||||||004|PENJARINGAN|113544
||||||005|PLUIT|52866
||||020|PADEMANGAN|001|PADEMANGAN BARAT|77331
||||||002|PADEMANGAN TIMUR|40758
||||||003|ANCOL|31720
||||030|TANJUNG PRIOK|001|SUNTER AGUNG|83746
||||||002|SUNTER JAYA|75463
||||||003|PAPANGO|47220
||||||004|WARAKAS|48127
||||||005|SUNGAI BAMBU|30236
||||||006|KEBON BAWANG|50452
||||||007|TANJUNG PRIUK|40032
||||040|KOJA|001|RAWABADAK SELATAN|46306
||||||002|TUGU SELATAN|45125
||||||003|TUGU UTARA|71141
||||||004|LAGOA|63492
||||||005|RAWABADAK UTARA|35654
||||||006|KOJA|26373
||||050|KELAPA GADING|001|KELAPA GADING BARAT|54377
||||||002|KELAPA GADING TIMUR|41103
||||||003|PEGANGSAAN DUA|59212
||||060|CILINCING|001|SUKA PURA|77352
||||||002|ROROTAN|44360
||||||003|MARUNDA|22955
||||||004|CILINCING|43217
||||||005|SEMPER TIMUR|40061
||||||006|SEMPER BARAT|74440
||||||007|KALI BARU|68950
32|JAWA BARAT|01|BOGOR|010|NANGGUNG|001|MALASARI|7926
||||||002|BANTAR KARET|10351
||||||003|CISARUA|9603
||||||004|CURUG BITUNG|9587
||||||005|NANGGUNG|7243
||||||006|PANGKAL JAYA|6849
||||||007|SUKALUYU|5219
||||||008|HAMBARO|6242
||||||009|KALONG LIUD|8108
||||||010|PARAKAN MUNCANG|12887
||||020|LEUWILIANG|001|PURASARI|11785
||||||002|PURASEDA|8050
||||||003|KARYASARI|8266
||||||004|PABANGBON|6279
||||||005|KARACAK|10715
||||||006|BARENGKOK|10848
||||||007|CIBEBER II|8762
||||||016|CIBEBER I|9632
||||||017|LEUWIMEKAR|13797
||||||018|LEUWILIANG|14024
||||||019|KAREHKEL|11122
||||021|LEUWISADENG|001|WANGUN JAYA|7299
||||||002|SADENGKOLOT|11853
||||||003|LEUWISADENG|11578
||||||004|SIBANTENG|9515
||||||005|BABAKAN SADENG|8549
||||||006|SADENG|11323
||||||007|KALONG II|6286
||||||008|KALONG I|4444
||||030|PAMIJAHAN|001|CIBUNIAN|10773
||||||002|PURWABAKTI|7121
||||||003|CIASMARA|7504
||||||004|CIASIHAN|9372
||||||005|GUNUNG SARI|12346
||||||006|GUNUNG BUNDER 2|8323
||||||007|GUNUNG BUNDER 1|8266
||||||008|CIBENING|13286
||||||009|GUNUNG PICUNG|11760
||||||010|CIBITUNG KULON|5903
||||||011|CIBITUNG WETAN|5569
||||||012|PAMIJAHAN|10384
||||||013|PASAREAN|10540
||||||014|GUNUNG MENYAN|6264
||||||015|CIMAYANG|6460
||||040|CIBUNGBULANG|001|SITU UDIK|12752
||||||002|SITU ILIR|9212
||||||003|CIBATOK 2|7163
||||||004|CIARUTEN UDIK|7011
||||||005|CIBATOK 1|7762
||||||006|SUKAMAJU|7876
||||||007|CEMPLANG|9293
||||||008|GALUGA|5195
||||||009|DUKUH|6391
||||||010|CIMANGGU 2|7546
||||||011|CIMANGGU 1|9082
||||||012|GIRIMULYA|9047
||||||013|LEUWEUNG KOLOT|7309
||||||014|CIARUTEN ILIR|11095
||||||015|CIJUJUNG|8443
||||050|CIAMPEA|004|CIAMPEA UDIK|7022
||||||008|CINANGKA|12131
||||||009|CIBUNTU|7402
||||||010|CICADAS|10648
||||||011|TEGAL WARU|12584
||||||012|BOJONG JENGKOL|9658
||||||013|CIHIDEUNG UDIK|14144
||||||014|CIHIDEUNG ILIR|10389
||||||015|CIBANTENG|17298
||||||016|BOJONG RANGKAS|12607
||||||017|CIBADAK|11082
||||||018|BENTENG|11132
||||||019|CIAMPEA|11033
||||051|TENJOLAYA|001|TAPOS 1|8726
||||||002|GUNUNG MALANG|12690
||||||003|TAPOS 2|6565
||||||004|SITU DAUN|8697
||||||005|CIBITUNG TENGAH|9472
||||||006|CINANGNENG|8737
||||060|DRAMAGA|001|PURWASARI|6656
||||||002|PETIR|12755
||||||003|SUKADAMAI|7813
||||||004|SUKAWENING|7514
||||||005|NEGLASARI|8865
||||||006|SINAR SARI|8493
||||||007|CIHERANG|13772
||||||008|DRAMAGA|12348
||||||009|BABAKAN|14072
||||||010|CIKARAWANG|8391
||||070|CIOMAS|009|KOTA BATU|23418
||||||010|MEKARJAYA|8150
||||||011|PARAKAN|9070
||||||012|CIOMAS|13494
||||||013|PAGELARAN|19796
||||||014|SUKAMAKMUR|10306
||||||015|CIAPUS|13330
||||||016|SUKAHARJA|6757
||||||017|PADASUKA|19156
||||||018|CIOMAS RAHAYU|13555
||||||019|LALADON|12135
||||071|TAMANSARI|001|SUKAJADI|8156
||||||002|SUKALUYU|8303
||||||003|SUKAJAYA|9000
||||||004|SUKARESMI|11450
||||||005|PASIR EURIH|11735
||||||006|TAMAN SARI|12406
||||||007|SUKAMANTRI|15684
||||||008|SIRNAGALIH|15251
||||080|CIJERUK|010|WARUNG MENTENG|7150
||||||011|CIJERUK|8558
||||||012|CIPELANG|10655
||||||013|CIBALUNG|8217
||||||014|CIPICUNG|9806
||||||015|TANJUNG SARI|5599
||||||016|TAJUR HALANG|6441
||||||017|PALASARI|9071
||||||018|SUKAHARJA|13137
||||081|CIGOMBONG|001|TUGU JAYA|14087
||||||002|CIGOMBONG|9842
||||||003|WATES JAYA|8966
||||||004|SROGOL|7256
||||||005|CIBURUY|11765
||||||006|CISALADA|6699
||||||007|PASIR JAYA|6908
||||||008|CIBURAYUT|12022
||||||009|CIADEG|10764
||||090|CARINGIN|001|PASIR BUNCIR|6565
||||||002|CINAGARA|10130
||||||003|TANGKIL|8769
||||||004|PASIR MUNCANG|7480
||||||005|MUARA JAYA|5217
||||||006|CARINGIN|9819
||||||007|LEMAH DUHUR|11946
||||||008|CIMANDE|6053
||||||009|PANCAWATI|13629
||||||010|CIDERUM|14482
||||||011|CIHERANG PONDOK|11910
||||||012|CIMANDE HILIR|8229
||||100|CIAWI|001|CILEUNGSI|7321
||||||002|CITAPEN|8835
||||||003|CIBEDUG|6425
||||||004|BOJONG MURNI|4963
||||||005|JAMBU LUWUK|6348
||||||006|BANJAR SARI|8423
||||||007|BANJAR WANGI|6730
||||||008|BITUNG SARI|6984
||||||009|TELUK PINANG|8933
||||||010|BANJAR WARU|8961
||||||011|CIAWI|9348
||||||012|BENDUNGAN|10599
||||||013|PANDANSARI|9124
||||110|CISARUA|001|CITEKO|11662
||||||002|CIBEUREUM|14681
||||||003|TUGU SELATAN|17097
||||||004|TUGU UTARA|10095
||||||005|BATU LAYANG|8704
||||||006|CISARUA|8936
||||||007|KOPO|18833
||||||008|LEUWIMALANG|6666
||||||009|JOGJOGAN|7500
||||||010|CILEMBER|8481
||||120|MEGAMENDUNG|001|SUKARESMI|4670
||||||002|SUKAGALIH|7959
||||||003|KUTA|6160
||||||004|SUKAKARYA|6705
||||||005|SUKAMANAH|7481
||||||006|SUKAMAJU|6921
||||||007|SUKAMAHI|8872
||||||008|GADOG|7166
||||||009|CIPAYUNG DATAR|24737
||||||010|CIPAYUNG GIRANG|9655
||||||011|MEGAMENDUNG|6561
||||130|SUKARAJA|001|CIBANON|4465
||||||002|GUNUNG GEULIS|6487
||||||003|NAGRAK|11028
||||||004|SUKATANI|4345
||||||005|SUKARAJA|8399
||||||006|CIKEAS|10528
||||||007|CADAS NGAMPAR|6651
||||||008|PASIRLAJA|12284
||||||009|CIJUJUNG|26416
||||||010|CIMANDALA|24006
||||||011|PASIR JAMBU|11777
||||||012|CILEBUT TIMUR|18918
||||||013|CILEBUT BARAT|27941
||||140|BABAKAN MADANG|001|CIJAYANTI|15664
||||||002|BOJONG KONENG|12463
||||||003|KARANG TENGAH|14835
||||||004|SUMUR BATU|7479
||||||005|BABAKAN MADANG|8943
||||||006|CITARINGGUL|7755
||||||007|CIPAMBUAN|4816
||||||008|KADUMANGU|15448
||||||009|SENTUL|15646
||||150|SUKAMAKMUR|001|SUKAWANGI|8910
||||||002|SUKAHARJA|6574
||||||003|WARGAJAYA|7355
||||||004|SIRNAJAYA|7341
||||||005|SUKAMULYA|6935
||||||006|SUKAMAKMUR|6901
||||||007|CIBADAK|7726
||||||008|PABUARAN|11367
||||||009|SUKADAMAI|5352
||||||010|SUKARESMI|6117
||||160|CARIU|011|KARYA MEKAR|3290
||||||012|BANTAR KUNING|4428
||||||013|CIKUTAMAHI|3901
||||||014|CIBATU TIGA|4222
||||||015|MEKARWANGI|4791
||||||016|TEGAL PANJANG|4556
||||||017|CARIU|9793
||||||018|KUTA MEKAR|3339
||||||019|SUKAJADI|2846
||||||020|BABAKAN RADEN|5020
||||161|TANJUNGSARI|001|CIBADAK|4915
||||||002|TANJUNG SARI|5755
||||||003|SIRNASARI|3110
||||||004|SIRNARASA|5427
||||||005|BUANAJAYA|4622
||||||006|ANTAJAYA|5382
||||||007|PASIR TANJUNG|3732
||||||008|TANJUNG RASA|5690
||||||009|SUKARASA|4282
||||||010|SELAWANGI|7099
||||170|JONGGOL|001|SUKAJAYA|5968
||||||002|SUKANEGARA|5809
||||||003|CIBODAS|3488
||||||004|SINGASARI|10031
||||||005|SINGAJAYA|11910
||||||006|SUKASIRNA|13339
||||||007|BALEKAMBANG|7257
||||||008|BENDUNGAN|5590
||||||009|SIRNAGALIH|3723
||||||010|JONGGOL|13377
||||||011|SUKAMAJU|20662
||||||012|SUKAMANAH|13719
||||||013|WENINGGALIH|4123
||||||014|SUKAGALIH|3701
||||180|CILEUNGSI|010|DAYEUH|29856
||||||011|MAMPIR|13020
||||||012|SETU SARI|13706
||||||013|CIPEUCANG|11293
||||||014|JATISARI|7127
||||||015|GANDOANG|16503
||||||016|MEKARSARI|9783
||||||017|CILEUNGSI KIDUL|36759
||||||018|CILEUNGSI|23420
||||||019|LIMUS NUNGGAL|33416
||||||020|PASIR ANGIN|37930
||||||021|CIPENJO|13556
||||181|KELAPA NUNGGAL|001|LEUWIKARET|6358
||||||002|LULUT|13114
||||||003|BANTAR JATI|7747
||||||004|NAMBO|9536
||||||005|KEMBANG KUNING|15478
||||||006|KELAPA NUNGGAL|17351
||||||007|LIGARMUKTI|2762
||||||008|BOJONG|8764
||||||009|CIKAHURIPAN|13915
||||190|GUNUNG PUTRI|001|KARANGGAN|21643
||||||002|GUNUNG PUTRI|23219
||||||003|TLAJUNG UDIK|48694
||||||004|BOJONG NANGKA|21180
||||||005|CICADAS|41098
||||||006|WANAHERANG|32107
||||||007|CIKEAS UDIK|15897
||||||008|NAGRAK|19948
||||||009|CIANGSANA|32731
||||||010|BOJONG KULUR|53401
||||200|CITEUREUP|001|TANGKIL|718
||||||002|HAMBALANG|11329
||||||003|TAJUR|11752
||||||004|PASIR MUKTI|10115
||||||005|SUKAHATI|10742
||||||006|LEUWINUTUG|15929
||||||007|SANJA|13730
||||||008|KARANG ASEM BARAT|24399
||||||009|KARANG ASEM TIMUR|11141
||||||010|TARIKOLOT|19927
||||||011|GUNUNG SARI|13860
||||||012|CITEUREUP|18390
||||||013|PUSPANEGARA|19334
||||||014|PUSPASARI|17014
||||210|CIBINONG|001|KARADENAN|27084
||||||002|NANGGEWER|28469
||||||003|NANGGEWER MEKAR|14942
||||||004|CIBINONG|23990
||||||005|PAKANSARI|33361
||||||006|SUKAHATI|26103
||||||007|TENGAH|12127
||||||008|PONDOK RAJEG|15649
||||||009|HARAPAN JAYA|23513
||||||010|PABUARAN|76977
||||||011|CIRIMEKAR|13906
||||||012|CIRIUNG|30398
||||220|BOJONG GEDE|002|CIMANGGIS|16418
||||||003|WARINGIN JAYA|12628
||||||004|KEDUNG WARINGIN|25384
||||||005|BOJONG GEDE|43272
||||||011|SUSUKAN|17766
||||||012|BOJONG BARU|19820
||||||013|RAWA PANJANG|37210
||||||014|PABUARAN|39340
||||||015|RAGAJAYA|24648
||||221|TAJUR HALANG|001|TONJONG|9376
||||||002|TAJUR HALANG|17725
||||||003|SUKMAJAYA|7968
||||||004|NANGGERANG|7592
||||||005|SASAK PANJANG|27766
||||||006|KALISUREN|16538
||||||007|CITAYAM|10290
||||230|KEMANG|006|SEMPLAK BARAT|7545
||||||007|ATANG SENJAYA|3489
||||||008|PARAKAN JAYA|10648
||||||009|BOJONG|12627
||||||010|KEMANG|11707
||||||011|PABUARAN|11078
||||||013|TEGAL|15944
||||||014|PONDOK UDIK|8391
||||||015|JAMPANG|10972
||||231|RANCA BUNGUR|001|MEKARSARI|6284
||||||002|RANCA BUNGUR|9144
||||||003|PASIR GAOK|8007
||||||004|BANTARJAYA|10001
||||||005|BANTAR SARI|6074
||||||006|CANDALI|4727
||||||007|CIMULANG|5815
||||240|PARUNG|009|IWUL|6660
||||||010|JABON MEKAR|8858
||||||011|PAMAGER SARI|12790
||||||012|PARUNG|16280
||||||013|WARU|16783
||||||014|WARUJAYA|15895
||||||015|BOJONG SEMPU|10583
||||||016|BOJONG INDAH|9069
||||||017|COGREG|15611
||||241|CISEENG|001|KARIHKIL|10196
||||||002|CIBEUTEUNG UDIK|10046
||||||003|BABAKAN|13000
||||||004|PUTAT NUTUG|12544
||||||005|CIBEUTEUNG MUARA|11059
||||||006|CIBENTANG|9854
||||||007|PARIGI MEKAR|8242
||||||008|CISEENG|7232
||||||009|CIHOWE|6228
||||||010|KURIPAN|9826
||||250|GUNUNG SINDUR|001|JAMPANG|4185
||||||002|CIBADUNG|8821
||||||003|CIBINONG|12048
||||||004|CIDOKOM|7208
||||||005|PADURENAN|8585
||||||006|CURUG|16059
||||||007|RAWAKALONG|12809
||||||008|PENGASINAN|11312
||||||009|GUNUNG SINDUR|13010
||||||010|PABUARAN|8961
||||260|RUMPIN|001|LEUWIBATU|9388
||||||002|CIDOKOM|11472
||||||003|GOBANG|7972
||||||004|RABAK|12272
||||||005|CIBODAS|8717
||||||006|KAMPUNG SAWAH|10012
||||||007|RUMPIN|5817
||||||008|CIPINANG|12787
||||||009|SUKASARI|11080
||||||010|KERTAJAYA|6446
||||||011|TAMAN SARI|12615
||||||012|SUKAMULYA|13943
||||||013|MEKAR SARI|6629
||||270|CIGUDEG|006|SUKARAKSA|8408
||||||009|SUKAMAJU|8782
||||||010|CIGUDEG|12922
||||||011|BANYU RESMI|6092
||||||012|WARGAJAYA|6519
||||||013|BUNAR|8160
||||||014|MEKARJAYA|6438
||||||015|CINTAMANIK|8972
||||||016|BANYU WANGI|4371
||||||017|BANYU ASIH|4681
||||||018|TEGALEGA|7552
||||||019|BATU JAJAR|6106
||||||020|RENGASJAJAR|8955
||||||021|BANGUNJAYA|8558
||||||022|ARGAPURA|10762
||||271|SUKAJAYA|001|CISARUA|2389
||||||002|KIARASARI|8180
||||||003|KIARAPANDAK|9048
||||||004|HARKATJAYA|5506
||||||005|SUKAJAYA|7996
||||||006|SIPAYUNG|6808
||||||007|SUKAMULIH|5130
||||||008|PASIR MADANG|3884
||||||009|CILEUKSA|6730
||||280|JASINGA|003|PANGRADIN|5654
||||||004|KALONGSAWAH|10736
||||||005|SIPAK|10816
||||||006|PAMAGERSARI|4821
||||||007|JUGALA JAYA|5021
||||||008|CURUG|4776
||||||009|TEGAL WANGI|4675
||||||010|KOLEANG|5340
||||||011|JASINGA|5260
||||||012|SETU|4724
||||||013|CIKOPOMAYAK|5364
||||||014|NEGLASARI|2968
||||||015|BAGOANG|5915
||||||016|BARENGKOK|8212
||||||017|PANGAUR|5063
||||||018|WIRAJAYA|3733
||||290|TENJO|001|CIOMAS|4489
||||||002|TAPOS|6948
||||||003|BATOK|11274
||||||004|BABAKAN|9530
||||||005|BOJONG|8515
||||||006|SINGABRAJA|4104
||||||007|TENJO|10687
||||||008|CILAKU|6962
||||||009|SINGABANGSA|3568
||||300|PARUNG PANJANG|001|JAGABAYA|7386
||||||002|GOROWONG|8524
||||||003|DAGO|6217
||||||004|CIKUDA|7706
||||||005|PINGKU|7904
||||||006|LUMPANG|14339
||||||007|GINTUNG CILEJET|7721
||||||008|JAGABITA|6681
||||||009|CIBUNAR|11893
||||||010|PARUNG PANJANG|18265
||||||011|KABASIRAN|13368
||02|SUKABUMI|010|CIEMAS|001|CIBENDA|7304
||||||002|CIWARU|8324
||||||003|TAMANJAYA|5911
||||||004|MEKARJAYA|7893
||||||005|CIEMAS|5177
||||||006|GIRIMUKTI|3863
||||||007|MANDRAJAYA|4097
||||||008|MEKARSAKTI|5512
||||020|CIRACAP|001|GUNUNGBATU|4557
||||||002|CIKANGKUNG|8297
||||||003|PURWASEDAR|7044
||||||004|CIRACAP|8063
||||||005|PASIRPANJANG|5468
||||||006|MEKARSARI|5701
||||||007|PANGUMBAHAN|4079
||||||008|UJUNG GENTENG|4286
||||021|WALURAN|001|CARINGIN NUNGGAL|4503
||||||002|WALURAN|4199
||||||003|SUKAMUKTI|7571
||||||004|MEKAR MUKTI|5078
||||||005|WALURAN MANDIRI|4600
||||030|SURADE|001|PASIRIPIS|11589
||||||002|BUNIWANGI|9726
||||||003|CIPEUNDEUY|4174
||||||004|GUNUNG SUNGGING|5118
||||||011|CITANGLAR|9854
||||||012|JAGAMUKTI|5340
||||||013|SWAKARYA|8858
||||||014|KADALEMAN|4692
||||||015|WANASARI|4110
||||||016|SIRNASARI|5385
||||||017|SUKATANI|3237
||||031|CIBITUNG|001|CIDAHU|5185
||||||002|CIBITUNG|5630
||||||003|BANYUWANGI|2517
||||||004|CIBODAS|3673
||||||005|BANYUMURNI|2660
||||||006|TALAGAMURNI|5401
||||040|JAMPANG KULON|001|CIPARAY|4899
||||||002|BOJONG GENTENG|3059
||||||003|BOJONGSARI|4970
||||||004|MEKARJAYA|4223
||||||005|NAGRAKSARI|5508
||||||006|JAMPANG KULON|2687
||||||007|TANJUNG|4398
||||||008|PADAJAYA|3454
||||||013|CIKARANG|2921
||||||014|KARANGANYAR|5277
||||041|CIMANGGU|001|BOREGAH INDAH|3089
||||||002|CIMANGGU|4514
||||||003|SUKAMAJU|3762
||||||004|SUKAJADI|4276
||||||005|KARANGMEKAR|2888
||||||006|SUKAMANAH|3575
||||050|KALI BUNDER|001|CIMAHPAR|4342
||||||002|SEKARSARI|3896
||||||003|KALIBUNDER|5724
||||||004|SUKALUYU|3415
||||||005|BOJONG|3129
||||||006|BALEKAMBANG|4243
||||||007|MEKARWANGI|2426
||||060|TEGAL BULEUD|001|SUMBERJAYA|7017
||||||002|BUNIASIH|6119
||||||003|TEGALBULEUD|6425
||||||004|CALINGCING|1999
||||||005|RAMBAY|3639
||||||006|NANGELA|2980
||||||007|BANGBAYANG|3282
||||||008|SIRNAMEKAR|1982
||||070|CIDOLOG|001|CIDOLOG|3808
||||||002|MEKARJAYA|2525
||||||003|CIKARANG|4555
||||||004|CIPAMINGKIS|3442
||||||005|TEGALLEGA|3188
||||080|SAGARANTEN|005|SINAR BENTANG|2638
||||||006|GUNUNG BENTANG|2591
||||||007|PASANGGRAHAN|4774
||||||008|CURUGLUHUR|7164
||||||009|DATARNANGKA|3594
||||||010|SAGARANTEN|4838
||||||011|MARGALUYU|3208
||||||012|CIBITUNG|3667
||||||017|HEGARMANAH|4872
||||||018|CIBAREGBEG|5342
||||||019|PUNCAKMANGGIS|4621
||||081|CIDADAP|001|HEGARMULYA|3714
||||||002|CIDADAP|6730
||||||003|PADASENANG|5320
||||||004|BANJARSARI|2899
||||082|CURUGKEMBAR|001|CIMENTENG|5533
||||||002|CURUGKEMBAR|4884
||||||003|TANJUNGSARI|4210
||||||004|SINDANGRAJA|5901
||||||005|MEKARTANJUNG|4490
||||||006|BOJONG TUGU|3445
||||090|PABUARAN|001|SUKAJAYA|3892
||||||002|CIWALAT|4104
||||||003|PABUARAN|4720
||||||004|CIBADAK|7284
||||||005|SIRNASARI|7316
||||||006|BANTARSARI|8464
||||||007|LEMBURSAWAH|3810
||||100|LENGKONG|001|LANGKAPJAYA|5638
||||||002|CILANGKAP|6307
||||||003|LENGKONG|5105
||||||004|TEGALLEGA|6771
||||||005|NEGLASARI|5401
||||110|PELABUHAN RATU|005|CITARIK|17496
||||||006|PELABUHANRATU|32310
||||||007|CITEPUS|11486
||||||008|CIBODAS|7141
||||||009|BUNIWANGI|8569
||||||010|CIKADU|7829
||||||011|PASIRSUREN|6504
||||||012|TONJONG|5340
||||111|SIMPENAN|001|CIHAUR|6687
||||||002|KERTAJAYA|9839
||||||003|LOJI|9762
||||||004|CIDADAP|14135
||||||005|CIBUNTU|3622
||||||006|MEKARASIH|4236
||||120|WARUNG KIARA|002|HEGARMANAH|5500
||||||003|BANTARKALONG|7973
||||||004|SIRNAJAYA|3875
||||||005|BOJONGKERTA|7688
||||||006|UBRUG|6886
||||||007|GIRIJAYA|4903
||||||008|WARUNGKIARA|8711
||||||009|SUKAHARJA|4566
||||||010|TARISI|2057
||||||011|DAMARRAJA|2886
||||121|BANTARGADUNG|001|BANTARGEBANG|3473
||||||002|BOJONGGALING|8421
||||||003|BANTARGADUNG|9368
||||||004|MANGUNJAYA|2796
||||||005|LIMUSNUNGGAL|5457
||||||006|BUANAJAYA|2527
||||||007|BOYONGSARI|3192
||||130|JAMPANG TENGAH|001|BANTARPANJANG|3102
||||||009|BOJONGTIPAR|5861
||||||010|CIJULANG|9012
||||||011|NANGERANG|5573
||||||012|BOJONG JENGKOL|6171
||||||013|BANTAR AGUNG|4573
||||||014|JAMPANG TENGAH|5008
||||||015|PANUMBANGAN|4708
||||||016|SINDANGRESMI|6201
||||||017|TANJUNGSARI|6215
||||||018|PADABEUNGHAR|6588
||||131|PURABAYA|001|NEGLASARI|8616
||||||002|CICUKANG|5685
||||||003|MARGALUYU|3495
||||||004|PURABAYA|7508
||||||005|PAGELARAN|3664
||||||006|CITAMIANG|4502
||||||007|CIMERANG|6016
||||140|CIKEMBAR|001|SUKAMAJU|5681
||||||002|CIBATU|3750
||||||003|PARAKANLIMA|7218
||||||004|KERTARAHARJA|6462
||||||005|BOJONG|14886
||||||006|BOJONGKEMBAR|9757
||||||007|CIKEMBAR|11837
||||||008|CIMANGGU|9254
||||||009|SUKAMULYA|10458
||||150|NYALINDUNG|001|CISITU|4196
||||||002|NYALINDUNG|6149
||||||003|KERTAANGSANA|6125
||||||004|MEKARSARI|3749
||||||005|BOJONGKALONG|3863
||||||006|BOJONGSARI|3346
||||||007|SUKAMAJU|4147
||||||008|WANGUNREJA|4911
||||||009|NEGLASARI|4356
||||||010|CIJANGKAR|5325
||||160|GEGER BITUNG|001|CIENGANG|3194
||||||002|SUKAMANAH|3156
||||||003|GEGERBITUNG|7910
||||||004|CIJUREY|7016
||||||005|KARANGJAYA|4832
||||||006|BUNIWANGI|3814
||||||007|CARINGIN|6589
||||170|SUKARAJA|011|SELAWANGI|5170
||||||012|PASIRHALANG|12757
||||||013|SUKARAJA|15055
||||||014|SUKAMEKAR|7059
||||||015|CISARUA|6865
||||||016|LIMBANGAN|8078
||||||017|LANGENSARI|9238
||||||018|SELAAWI|6699
||||||021|MARGALUYU|6094
||||171|KEBONPEDES|001|SASAGARAN|4817
||||||002|JAMBENENGGANG|5070
||||||003|CIKARET|5165
||||||004|KEBONPEDES|5980
||||||005|BOJONGSAWAH|6065
||||172|CIREUNGHAS|001|CIPURUT|6992
||||||002|CIREUNGHAS|7672
||||||003|BENCOY|7587
||||||004|CIKURUTUG|4120
||||||005|TEGALPANJANG|4988
||||173|SUKALARANG|001|SEMPLAK|4931
||||||002|PRIANGANJAYA|4938
||||||003|TITISAN|9892
||||||004|CIMANGKOK|7757
||||||005|SUKALARANG|8101
||||||006|SUKAMAJU|6158
||||180|SUKABUMI|001|PARUNGSEAH|10503
||||||002|WARNASARI|8364
||||||003|SUKAJAYA|6627
||||||004|SUDAJAYA GIRANG|7333
||||||005|KARAWANG|6597
||||||006|PERBAWATI|6827
||||190|KADUDAMPIT|001|MUARADUA|4587
||||||002|CITAMIANG|5104
||||||003|CIKAHURIPAN|6521
||||||004|SUKAMANIS|5726
||||||005|KADUDAMPIT|5546
||||||006|GEDE PANGRANGO|5920
||||||007|SUKAMAJU|6819
||||||008|CIPETIR|5716
||||||009|UNDRUS BINANGUN|4380
||||200|CISAAT|007|PADAASIH|7936
||||||008|CISAAT|8584
||||||009|BABAKAN|5757
||||||010|SUKAMANTRI|7935
||||||011|SUKAMANAH|9987
||||||012|NAGRAK|9712
||||||013|CIBATU|9951
||||||014|CIBOLANG KALER|10728
||||||015|KUTASIRNA|4471
||||||016|SELAJAMBE|9230
||||||017|SUKASARI|9094
||||||018|GUNUNGJAYA|6155
||||||019|SUKARESMI|14389
||||201|GUNUNGGURUH|001|SIRNARESMI|8730
||||||002|KEBONMANGGU|5599
||||||003|GUNUNG GURUH|9079
||||||004|CIKUJANG|8171
||||||005|CIBENTANG|3409
||||||006|CIBOLANG|8167
||||||007|MANGKALAYA|4944
||||210|CIBADAK|001|NEGLASARI|5618
||||||002|TENJOJAYA|5346
||||||003|SEKARWANGI|12020
||||||009|BATUNUNGGAL|7072
||||||010|KARANGTENGAH|15510
||||||011|CIBADAK|30322
||||||012|WARNAJATI|6365
||||||013|SUKASIRNA|9427
||||||014|PAMURUYAN|7051
||||||015|CIHEULANG TONGGOH|8892
||||211|CICANTAYAN|001|HEGARMANAH|8337
||||||002|CICANTAYAN|7747
||||||003|CIMAHI|8661
||||||004|CISANDE|7239
||||||005|CIJALINGAN|7236
||||||006|LEMBURSAWAH|9241
||||||007|SUKADAMAI|4255
||||212|CARINGIN|001|CIJENGKOL|5895
||||||002|MEKARJAYA|6049
||||||003|TALAGA|6305
||||||004|CARINGIN KULON|3880
||||||005|CARINGIN WETAN|4416
||||||006|SEUSEUPAN|4892
||||||007|SUKAMULYA|4070
||||||008|CIKEMBANG|4759
||||||009|PASIRDATAR INDAH|2992
||||220|NAGRAK|001|CISARUA|12120
||||||002|BALEKAMBANG|6870
||||||003|NAGRAK SELATAN|6312
||||||004|NAGRAK UTARA|13743
||||||005|KALAPAREA|7911
||||||006|DARMAREJA|6748
||||||007|GIRIJAYA|9441
||||||008|BABAKAN PANJANG|4234
||||||009|PAWENANG|5240
||||||010|CIHANYAWAR|5153
||||221|CIAMBAR|001|MUNJUL|6348
||||||002|CIAMBAR|6002
||||||003|GINANJAR|8302
||||||004|WANGUNJAYA|9012
||||||005|CIBUNARJAYA|7107
||||230|CICURUG|001|MEKARSARI|9184
||||||002|NYANGKOWEK|7208
||||||003|PURWASARI|9570
||||||004|CARINGIN|5116
||||||005|BANGBAYANG|6075
||||||006|CISAAT|8950
||||||007|TENJOLAYA|6049
||||||008|PASAWAHAN|9479
||||||009|CICURUG|12157
||||||010|NANGGERANG|5586
||||||011|TENJOAYU|8686
||||||012|BENDA|17685
||||||013|KUTAJAYA|17343
||||240|CIDAHU|001|PONDOK KASO TENGAH|5523
||||||002|PASIRDOTON|4920
||||||003|PONDOK KASO TONGGOH|6992
||||||004|BABAKAN PARI|6833
||||||005|TANGKIL|7736
||||||006|JAYABAKTI|11531
||||||007|CIDAHU|10024
||||||008|GIRIJAYA|7008
||||250|PARAKAN SALAK|001|SUKATANI|5937
||||||002|SUKAKERSA|6768
||||||003|BOJONGLONGOK|6682
||||||004|BOJONGASIH|5887
||||||005|LEBAKSARI|6530
||||||006|PARAKANSALAK|7605
||||260|PARUNG KUDA|002|PALASARI HILIR|10416
||||||003|SUNDAWENANG|14186
||||||004|PARUNGKUDA|5894
||||||008|LANGENSARI|6018
||||||009|BOJONG KOKOSAN|7246
||||||010|KOMPA|7405
||||||011|PONDOK KASO LANDEUH|10973
